titulo,empresa,ubicacion,salario,modalidad,jornada,Area,pagina,habilidades_hard,habilidades_soft
QA Automation Engineer - Sector Financiero/Bancario,Devsu,"Cuenca, Azuay",,,tiempo completo,QA,bing,"c++, sql, git, cypress, appium, scrum, ci/cd, karate, serenity, k6, testcafe, protractor, pruebas manuales, pruebas automatizadas, testing, casos de prueba, test automation, test planning","trabajo en equipo, adaptabilidad, aprendizaje continuo, atención al detalle, gestión del tiempo, mentoría"
Senior De Automatización De QA / Investigación Y,BairesDev,"Cuenca, Azuay",,,tiempo completo,QA,bing,"java, python, c++, excel, machine learning, unix, linux, pruebas manuales, pruebas automatizadas, casos de prueba","trabajo en equipo, comunicación, liderazgo, resolución de problemas, adaptabilidad, orientación a resultados, aprendizaje continuo, atención al detalle, creatividad, inglés avanzado"
Probador De Software (QA) / Investigación Y,BairesDev,"Cuenca, Azuay",,,tiempo completo,QA,bing,"excel, machine learning, unix, linux, pruebas manuales, pruebas automatizadas, testing, casos de prueba, test automation, test planning","trabajo en equipo, comunicación, liderazgo, resolución de problemas, adaptabilidad, orientación a resultados, aprendizaje continuo, atención al detalle, creatividad, inglés avanzado"
QA Automation Engineer,FullStack Labs,"Cuenca, Azuay",,Remoto,tiempo completo,QA,bing,"javascript, c++, scrum, ci/cd, machine learning, playwright, testing, casos de prueba, test automation, test planning","trabajo en equipo, adaptabilidad, orientación a resultados, atención al detalle, inglés avanzado"
QA Automation Engineer,Devsu,"Cuenca, Azuay",,,tiempo completo,QA,bing,"c++, sql, git, cypress, appium, scrum, ci/cd, karate, serenity, k6, testcafe, protractor, pruebas manuales, pruebas automatizadas, testing, casos de prueba, test automation, test planning","trabajo en equipo, adaptabilidad, aprendizaje continuo, atención al detalle, gestión del tiempo, mentoría"
Trabajo Desde Casa Tester De Software QA I D Ref. 0027S RD,BairesDev,"Cuenca, Azuay",,,,QA,bing,"machine learning, unix, linux, pruebas manuales, pruebas automatizadas, testing, casos de prueba, test automation, test planning","trabajo en equipo, comunicación, adaptabilidad, orientación a resultados, aprendizaje continuo, atención al detalle, creatividad"
Senior QA Automation Engineer Latam,BairesDev,"Cuenca, Azuay",,Remoto,tiempo completo,QA,bing,"java, python, c++, excel, restful apis, machine learning, unix, linux, testing, casos de prueba, test automation, test planning","trabajo en equipo, adaptabilidad, inglés avanzado, mentoría"
QA Analyst Senior - Remote Work,BairesDev,"Anywhere, Azuay",,Remoto,,QA,bing,"sql, excel, microservicios, scrum, ci/cd, machine learning, testing, casos de prueba, test automation, test planning","trabajo en equipo, adaptabilidad, aprendizaje continuo, inglés avanzado"
Trabajo Desde Casa Tester De Software QA I D Ref. 0027S RD,BairesDev,"Cuenca, Azuay",,,tiempo completo,QA,bing,"machine learning, unix, linux, pruebas manuales, pruebas automatizadas, testing, casos de prueba, test automation, test planning","trabajo en equipo, comunicación, adaptabilidad, orientación a resultados, aprendizaje continuo, atención al detalle, creatividad"
Manual QA Engineer,FullStack Labs,"Manta, Manabí",,Remoto,tiempo completo,QA,bing,"javascript, c++, scrum, ci/cd, machine learning, playwright, testing, casos de prueba, test automation, test planning","trabajo en equipo, adaptabilidad, orientación a resultados, atención al detalle, inglés avanzado"
QA Automation Engineer,Devsu,"Ambato, Provincia Tungurahua",,,tiempo completo,QA,bing,"c++, sql, git, cypress, appium, scrum, ci/cd, karate, serenity, k6, testcafe, protractor, pruebas manuales, pruebas automatizadas, testing, casos de prueba, test automation, test planning","trabajo en equipo, adaptabilidad, aprendizaje continuo, atención al detalle, gestión del tiempo, mentoría"
QA Automation Engineer - Sector Financiero/Bancario,Devsu,"Ambato, Provincia Tungurahua",,,tiempo completo,QA,bing,"c++, sql, git, cypress, appium, scrum, ci/cd, karate, serenity, k6, testcafe, protractor, pruebas manuales, pruebas automatizadas, testing, casos de prueba, test automation, test planning","trabajo en equipo, adaptabilidad, aprendizaje continuo, atención al detalle, gestión del tiempo, mentoría"
Senior QA Automation Engineer Latam,BairesDev,"Latacunga, Cotopaxi",,Remoto,tiempo completo,QA,bing,"java, python, c++, excel, restful apis, machine learning, unix, linux, testing, casos de prueba, test automation, test planning","trabajo en equipo, adaptabilidad, inglés avanzado, mentoría"
QA Automation Engineer - Sector Financiero/Bancario,Devsu,Santo Domingo de los Tsáchilas,,,tiempo completo,QA,bing,"c++, sql, git, cypress, appium, scrum, ci/cd, karate, serenity, k6, testcafe, protractor, pruebas manuales, pruebas automatizadas, testing, casos de prueba, test automation, test planning","trabajo en equipo, adaptabilidad, aprendizaje continuo, atención al detalle, gestión del tiempo, mentoría"
Senior Manual QA 3-6 Months - Remote - Latin America,FullStack Labs,"Anywhere, Santo Domingo de los Tsáchilas",,Remoto,tiempo completo,QA,bing,"javascript, c#, c++, sql, kotlin, azure, scrum, ci/cd, redis, machine learning, nuxt.js, testing, casos de prueba, test automation, test planning","trabajo en equipo, adaptabilidad, orientación a resultados, atención al detalle, inglés avanzado"
Senior QA Automation Engineer,BairesDev,"Santo Domingo de los Tsachilas, Santo Domingo de los Tsáchilas",,Remoto,tiempo completo,QA,bing,"java, python, c++, excel, machine learning, unix, linux, testing, casos de prueba, test automation, test planning","trabajo en equipo, adaptabilidad, aprendizaje continuo, inglés avanzado"
Probador De Software (QA) / Investigación Y,BairesDev,"Santo Domingo de los Tsachilas, Santo Domingo de los Tsáchilas",,,tiempo completo,QA,bing,"excel, machine learning, unix, linux, pruebas manuales, pruebas automatizadas, testing, casos de prueba, test automation, test planning","trabajo en equipo, comunicación, liderazgo, resolución de problemas, adaptabilidad, orientación a resultados, aprendizaje continuo, atención al detalle, creatividad, inglés avanzado"
QA Analyst Senior - Remote Work,BairesDev,"Anywhere, Santo Domingo de los Tsáchilas",,Remoto,tiempo completo,QA,bing,"sql, excel, microservicios, scrum, ci/cd, machine learning, testing, casos de prueba, test automation, test planning","trabajo en equipo, adaptabilidad, aprendizaje continuo, inglés avanzado"
Probador De Software (QA) / Investigación Y,BairesDev,"Santo Domingo de los Tsachilas, Santo Domingo de los Tsáchilas",,,tiempo completo,QA,bing,"excel, machine learning, unix, linux, pruebas manuales, pruebas automatizadas, testing, casos de prueba, test automation, test planning","trabajo en equipo, comunicación, liderazgo, resolución de problemas, adaptabilidad, orientación a resultados, aprendizaje continuo, atención al detalle, creatividad, inglés avanzado"
Senior De Automatización De QA / Investigación Y,BairesDev,"Santo Domingo de los Tsachilas, Santo Domingo de los Tsáchilas",,,,QA,bing,"java, python, c++, excel, machine learning, unix, linux, pruebas manuales, pruebas automatizadas, casos de prueba","trabajo en equipo, comunicación, liderazgo, resolución de problemas, adaptabilidad, orientación a resultados, aprendizaje continuo, atención al detalle, creatividad, inglés avanzado"
Analista Desarrollador Senior De QA - Trabajo Remoto,BairesDev,"Anywhere, Santo Domingo de los Tsáchilas",,,tiempo completo,QA,bing,"sql, excel, microservicios, scrum, ci/cd, machine learning, pruebas manuales, pruebas automatizadas, testing, casos de prueba, test automation, test planning, desarrollo web, desarrollo móvil, desarrollo de software","trabajo en equipo, comunicación, liderazgo, adaptabilidad, orientación a resultados, atención al detalle, gestión del tiempo, creatividad, inglés avanzado"
Senior De Automatización De QA / Investigación Y,BairesDev,"Santo Domingo de los Tsachilas, Santo Domingo de los Tsáchilas",,,,QA,bing,"java, python, c++, excel, machine learning, unix, linux, pruebas manuales, pruebas automatizadas, casos de prueba","trabajo en equipo, comunicación, liderazgo, resolución de problemas, adaptabilidad, orientación a resultados, aprendizaje continuo, atención al detalle, creatividad, inglés avanzado"
QA Automation Senior - Remote Work,BairesDev,"Anywhere, Santo Domingo de los Tsáchilas",,Remoto,tiempo completo,QA,bing,"sql, excel, microservicios, scrum, ci/cd, machine learning, testing, casos de prueba, test automation, test planning","trabajo en equipo, adaptabilidad, aprendizaje continuo"
Líder De Automatización QA - Trabajo Remoto,BairesDev,"Anywhere, Santo Domingo de los Tsáchilas",,,tiempo completo,QA,bing,"jira, excel, restful apis, scrum, ci/cd, machine learning, pruebas manuales, pruebas automatizadas, casos de prueba","trabajo en equipo, liderazgo, adaptabilidad, atención al detalle, creatividad, pensamiento crítico"
Líder QA,Neoris,"Quito, Pichincha",,,tiempo completo,QA,bing,"java, javascript, aws, azure, git, jira, cypress, appium, jmeter, excel, scrum, ci/cd, devops, serenity, k6, pruebas manuales, pruebas automatizadas, testing, casos de prueba, test automation, test planning","trabajo en equipo, comunicación, liderazgo, resolución de problemas, orientación a resultados, aprendizaje continuo, atención al detalle, proactividad, gestión del tiempo, creatividad, pensamiento crítico"
Analista QA,Periferia IT Group,"Quito, Pichincha",,Presencial,,QA,bing,"azure, scrum, devops, pruebas manuales, pruebas automatizadas, casos de prueba","trabajo en equipo, liderazgo, orientación a resultados, aprendizaje continuo, atención al detalle, creatividad"
QA Data Engineer,Neoris,"Quito, Pichincha",,,tiempo completo,QA,bing,"python, sql, git, scrum, pruebas manuales, pruebas automatizadas, casos de prueba","aprendizaje continuo, atención al detalle, gestión del tiempo, creatividad"
QA Automatizador New,Neoris,"Quito, Pichincha",,,tiempo completo,QA,bing,"sql, aws, jenkins, git, excel, restful apis, scrum, ci/cd, pruebas manuales, pruebas automatizadas, testing, casos de prueba, test automation, test planning","trabajo en equipo, resolución de problemas, aprendizaje continuo, atención al detalle, gestión del tiempo, creatividad"
QA Engineer,Perform,"Quito, Pichincha",,,tiempo completo,QA,bing,"java, sql, selenium, jmeter, excel, machine learning, testing, casos de prueba, test automation, test planning","trabajo en equipo, comunicación, proactividad"
Campaign Performance And QA Analyst,Launch Potato,"Quito, Pichincha",,Remoto,tiempo completo,QA,bing,"c++, git, excel, power bi, machine learning, testing, casos de prueba, test automation, test planning","trabajo en equipo, comunicación, resolución de problemas, orientación a resultados, atención al detalle, proactividad, inglés avanzado, multitarea"
Marketing Operations QA Specialist,Launch Potato,"Quito, Pichincha",,Remoto,,QA,bing,"c++, git, excel, power bi, machine learning, testing, casos de prueba, test automation, test planning","trabajo en equipo, comunicación, resolución de problemas, orientación a resultados, atención al detalle, proactividad, inglés avanzado, multitarea"
Digital Media QA Specialist,Launch Potato,"Quito, Pichincha",,Remoto,tiempo completo,QA,bing,"c++, git, excel, power bi, machine learning, testing, casos de prueba, test automation, test planning","trabajo en equipo, comunicación, resolución de problemas, orientación a resultados, atención al detalle, proactividad, inglés avanzado, multitarea"
Tracking And QA Analyst,Launch Potato,"Quito, Pichincha",,Remoto,tiempo completo,QA,bing,"c++, git, excel, power bi, machine learning, testing, casos de prueba, test automation, test planning","trabajo en equipo, comunicación, resolución de problemas, orientación a resultados, atención al detalle, proactividad, inglés avanzado, multitarea"
QA Engineer (SDET),Perform,"Quito, Pichincha",,,tiempo completo,QA,bing,"java, sql, selenium, jmeter, excel, machine learning, testing, casos de prueba, test automation, test planning","trabajo en equipo, comunicación, proactividad"
QA Engineer ECU,Sofka Technologies,"Quito, Pichincha",,,tiempo completo,QA,bing,"sql, azure, git, jira, appium, jmeter, scrum, ci/cd, devops, karate, serenity, k6, pruebas manuales, pruebas automatizadas, casos de prueba","trabajo en equipo, comunicación, orientación a resultados, aprendizaje continuo, atención al detalle, gestión del tiempo"
Especialista En Calidad De Datos (QA Data Quality),Neoris,"Quito, Pichincha",,,tiempo completo,QA,bing,"python, sql, git, excel, scrum, pruebas manuales, pruebas automatizadas, casos de prueba","trabajo en equipo, comunicación, orientación a resultados, aprendizaje continuo, atención al detalle, proactividad, gestión del tiempo, creatividad"
Líder QA Sector Financiero,Neoris,"Quito, Pichincha",,,,QA,bing,"java, javascript, aws, azure, git, jira, cypress, appium, jmeter, excel, scrum, ci/cd, devops, serenity, k6, pruebas manuales, pruebas automatizadas, testing, casos de prueba, test automation, test planning","trabajo en equipo, comunicación, liderazgo, resolución de problemas, orientación a resultados, aprendizaje continuo, atención al detalle, proactividad, gestión del tiempo, creatividad, pensamiento crítico"
Senior Manual QA 3-6 Months - Remote - Latin America,FullStack Labs,"Anywhere, Pichincha",,Remoto,tiempo completo,QA,bing,"javascript, c#, c++, sql, kotlin, azure, scrum, ci/cd, redis, machine learning, nuxt.js, testing, casos de prueba, test automation, test planning","trabajo en equipo, adaptabilidad, orientación a resultados, atención al detalle, inglés avanzado"
QA Automatizador ECU,Sofka Technologies,"Quito, Pichincha",,,tiempo completo,QA,bing,"java, javascript, python, sql, azure, git, jira, cypress, appium, jmeter, excel, restful apis, scrum, ci/cd, redis, karate, serenity, pruebas manuales, pruebas automatizadas, testing, casos de prueba, test automation, test planning","trabajo en equipo, liderazgo, orientación a resultados, aprendizaje continuo, atención al detalle, gestión del tiempo"
QA Automation Senior,Sofka Technologies,"Quito, Pichincha",,,tiempo completo,QA,bing,"sql, azure, git, jira, appium, jmeter, excel, scrum, ci/cd, devops, machine learning, karate, serenity, k6, pruebas manuales, pruebas automatizadas, casos de prueba, test automation, test planning","trabajo en equipo, liderazgo, resolución de problemas, orientación a resultados, aprendizaje continuo, atención al detalle, gestión del tiempo, mentoría"
QA Automatizador Senior - Remoto Global (Cédula Ecuatoriana),Sofka Technologies,"Anywhere, Pichincha",,,tiempo completo,QA,bing,"java, javascript, python, sql, azure, git, jira, cypress, appium, jmeter, excel, restful apis, scrum, ci/cd, redis, machine learning, karate, serenity, pruebas manuales, pruebas automatizadas, testing, casos de prueba, test automation, test planning","trabajo en equipo, liderazgo, orientación a resultados, aprendizaje continuo, atención al detalle, gestión del tiempo, mentoría"
